"id","profileName","text","date","title","rating","images","helpful","variant:colour"
"RA6178940VBNT","Amazon Customer","Worst mic - no one (other end during call) able to listen properly from very beginning
Sometime switch off by touch gesture instead of pause - need to recharge from pod for 3-5 min
Lack of battery backup after 6 months
Good for listening audio - speaker quality is good","Reviewed in India on 21 May 2025","Bad mic, poor gesture, good for listening audio","2.0 out of 5 stars","","0","Bold Black"
"R7KH1I2559RNO","Chintu Karasala","Charging and connectivity issues are there check it twice before buying","Reviewed in India on 1 August 2025","Connecting issues","2.0 out of 5 stars","","0","Black"
"R27WF0E467AHWX","Kindle Customer","Not very happy with this one. Mic quality is a big turn off. If the main idea of buying this is for calling or receiving calls, then don't go for it. However, if it's only for listening to music, then it's not bad. Price point is reasonable and affordable","Reviewed in India on 4 June 2025","Not good for making calls","2.0 out of 5 stars","","0","Bold Black"
"R1GWZ9EQ9W2ZXP","gopi g","very bad call connection. Waste of money.","Reviewed in India on 16 July 2025","Waste of money","2.0 out of 5 stars","","0","Bold Black"
"RDKSK9NT69JJJ","Majid khan","Sound quality is very good","Reviewed in India on 16 July 2025","Very good nice product","2.0 out of 5 stars","","0","Bold Black"
"R17MZJE453JNX","Amar Utekar","Airdopes 141 is a flop model of boat, charging problem ,one bud is not working is very common, automatically goes off ,I will never buy boat again worst product.","Reviewed in India on 14 June 2025","Worst product","2.0 out of 5 stars","","0","Bold Black"
"R15T5UNHJ1X6I2","Amazon Customer","Very worst. Low noise","Reviewed in India on 17 July 2025","Very low noise","2.0 out of 5 stars","https://m.media-amazon.com/images/I/61QA2RcWyKL.jpg","0","Orange"
"R3F5RHLJ0O80ZF","Prasad","Sound quality bad","Reviewed in India on 7 August 2025","No clarity in sound","2.0 out of 5 stars","","0","Active Black"
"RBAR040LPTLMB","Paramasivam","Battery issue","Reviewed in India on 13 July 2025","Battery issue","2.0 out of 5 stars","","0","Bold Black"
"R1PH4W5TBZU91N","Vishnu Priya","Okay","Reviewed in India on 19 July 2025","Earpod","2.0 out of 5 stars","","0","Bold Black"
"R221CX3I4XN07O","Velmurugan bhuvaneswari","Sound quality super","Reviewed in India on 3 August 2025","It's ok","2.0 out of 5 stars","","0","Bold Black"
"R1ZMOMP187V5Q2","karan k.","Donot buy. After a little usage the right earphone never charges correctly and i have to make do with only one earphone","Reviewed in India on 9 June 2025","Donot recommend","2.0 out of 5 stars","","0","Bold Black"
"R2N0IOIOB7BAMP","Rakshita D.","Broken voice comes in one of the air buds... Not worth the money... It will work well for 1 month max...","Reviewed in India on 10 June 2025","Not worth the money","2.0 out of 5 stars","","0","Bold Black"
"RCDVYA2M6XK7P","y m v prasad","Why did you pick this product vs others?:
Sound quality not as expected. Design and fit not up to the mark.","Reviewed in India on 22 June 2025","Bad sound quality","2.0 out of 5 stars","","0","Bold Black"
"RM4PJ0U5UVYCJ","Muskan","Voice bhut slow aati hai price according not much better bilkul pasand nai aaya balwash h pase Weast ho gaye","Reviewed in India on 25 June 2025","Shound issue","2.0 out of 5 stars","","0","Green"
"R1SA3H9AZQYLZQ","thasi","One side issue of one of ear pieces in 6 months","Reviewed in India on 24 June 2025","Faulty","2.0 out of 5 stars","","0","Bold Black"
"R3H9SFI4C277HQ","Shiva n.","Bad","Reviewed in India on 7 July 2025","Yuk","2.0 out of 5 stars","","0","White"
"R39A2RE2GUGDAE","Mohammed vasim khan","Buds is ok but changing cases not working","Reviewed in India on 27 June 2025","After one year charging case not working","2.0 out of 5 stars","","0","Bold Black"
"R2B6MU12LHS2PO","Jofy Ansar","The Product is good and working fine","Reviewed in India on 19 June 2025","Boat Airdropes","2.0 out of 5 stars","","0","Bold Black"
"R1PE7LYQFFC68T","Gowtham NR","Not working properly left side ear","Reviewed in India on 9 July 2025","Not working only","2.0 out of 5 stars","","0","Bold Black"
"R29VI4HX80Z176","Agney Bhashker","Hinge joint is not good","Reviewed in India on 17 June 2025","Hinge problem","2.0 out of 5 stars","","0","Bold Black"
"RW3M5QKYRY46K","Jks","Bad product ,and damaged product","Reviewed in India on 23 June 2025","Quality","2.0 out of 5 stars","","0","Bold Black"
"R1AU20R1ZWY38Q","Sarajul A.","Verry chip cowality","Reviewed in India on 11 July 2025","Left side not working","2.0 out of 5 stars","","0","Green"
"R2MSXGJJZD0PY0","Please do not buy any product this manufacturer because this manufacturer not provide real product provide different product and fraud","Quality achi nahi he","Reviewed in India on 26 June 2025","Quality achi nahi he","2.0 out of 5 stars","","0","Bold Black"
"R276ZTHJE3X1JN","Sanjay.k","Ear pods is total waste and after a 1 year probelm get started bluetooth is not working properly and automatic turn off still charge is full so many problem comes still no use","Reviewed in India on 7 May 2025","Waste of money","2.0 out of 5 stars","","0","Bold Black"
"R37QXG9JY23ZWO","SURJA RAM","Not good","Reviewed in India on 11 July 2025","थोड़े दिन बाद कान खराब होने लगते हैं","2.0 out of 5 stars","","0","Bold Black"
"RZBRMF4MMFA32","TrendSetter","At this price range the sound quality is very bad","Reviewed in India on 26 June 2025","Sound quality not good","2.0 out of 5 stars","","0","Green"
"R3VW3DT62ERCBA","Manu","Not up to the standards","Reviewed in India on 29 June 2025","Not up to the standards","2.0 out of 5 stars","","0","Green"
"RC6EF74C0MDBL","Rahul halpati","Product Albert damage","Reviewed in India on 6 August 2025","Rahul halpati","2.0 out of 5 stars","https://m.media-amazon.com/images/I/610wfm1jknL.jpg","0","Bold Black"
"RUEH1KRELGXJ8","Shrutika","I just bought these earbuds and fresh out of the box one side earbuds doesn't work. It's extremely irritating to keep these earbuds back in the case and then remove it again to make them work. There's no multi device pairing in this so if you have to connect it from phone to laptop then you will to disconnect the pairing of the first device. Thinking of returning this product back and not purchasing from boat again","Reviewed in India on 31 December 2024","Don't buy too irritating only one side gets connected","2.0 out of 5 stars","https://m.media-amazon.com/images/I/61c6fqotoaL.jpg
https://m.media-amazon.com/images/I/61thNBaLIfL.jpg","0","Bold Black"
"RH897Z4VFR7Z9","Javid khan","Not good as per discription and no return facility available.","Reviewed in India on 9 June 2025","Don't buy this product waste of money","2.0 out of 5 stars","","0","Bold Black"
"R4R27HQWGNYF0","Amazon Customer","Sound clarity : nice 🙂
Bass : too bad😔
Battery backup : good🙂
Gaming experience: good😙
If u not consider bass. u can purchase this product. But it is not worth for song lovers","Reviewed in India on 2 April 2025","Short review","2.0 out of 5 stars","","0","Bold Black"
"R238UJUHAOQRE2","Placeholder","This does not have active noise cancellation.","Reviewed in India on 24 May 2025","noise cancellation","2.0 out of 5 stars","","0","Bold Black"
"R33NQYNXEXOVF3","sira","I have used this product for 9 months. I have used this product almost everyday. This product isn't great by any stretch. But for the price I didn't expect it to. I was skeptical from the start. I have used this product with utmost care to see how this product performs and lasts.
Performance: sound quality is passable for the price. I've had trouble with connecting this earbuds but few times as expected (not a big deal for me).
Bulid: Build quality and feel are also passable.
Price: 1499 INR (when I purchased)
Durability: Here is the biggest fault. This pair lasted me for only 9 months. One side stopped working. I have tried several solutions given online (by BoAt and others) but none of them solved the issue.

Verdict: Not worth the money (even compared to xiaomi's sub 500INR wired earphones). I have been using a sub 500INR xiaomi earphones (wired) for more than a year without any issues. I have taken a lot of care so that I do not cause any damage to the earphones. From my experience I would suggest you the consider better earphones (like the sound magic e10c) which are more expensive but are totally worth their price. Or you can choose some cheaper earphones from xiaomi.","Reviewed in India on 16 October 2023","Not worth it","2.0 out of 5 stars","","0","Bold Black"
"R6WD7IR23XS2I","Nithish.S","This is the worst pair of earbuds I've ever used. At first it worked normally, but within a few months of usage, it started acting up. Even though the charge was completely filled, the earbuds didn't turn up, it turned on once in a blue moon if we tried repeatedly, and it would also randomly blink red at times but it won't turn on. I bought this for daily usage not for it to work like a magically device with it's own mind, working only when it wants to.","Reviewed in India on 19 January 2025","charging problem after few months of usage","2.0 out of 5 stars","","0","Bold Black"
"R334LU9AS3WD3V","Praveen","Sound quality was not up to the level.","Reviewed in India on 10 June 2025","Airdopes 141 elite anc","2.0 out of 5 stars","","2","Black"
"RBNHN667AZZR0","Akshit p.","It's one side isn't working","Reviewed in India on 12 June 2025","To re update the product","2.0 out of 5 stars","","0","Bold Black"
"RUY5IKJGAKOEF","Amazon Customer","Doesn't fit to ears. Falls down","Reviewed in India on 13 June 2025","Not recommended","2.0 out of 5 stars","","0","Bold Black"
"R25BEUO12448TC","Tanya Saxena","Fake product received, both side not working.. or customer care support is also not available, 1000 Rs was wasted on this product.. please don't buy.. worst experience ever..","Reviewed in India on 12 April 2025","Please don't buy.. worst experience ever..","2.0 out of 5 stars","","0","Bold Black"
"RXIEVO0K1TAQ7","ashutosh kumar","Not good product","Reviewed in India on 1 June 2025","Not working properly","2.0 out of 5 stars","","0","Bold Black"
"R1IC2I9AR6212W","Menu","Used product received","Reviewed in India on 11 June 2025","Very bad","2.0 out of 5 stars","https://m.media-amazon.com/images/I/61WBnEzfg2L.jpg","0","Black"
"R3BMML6CC27EZX","Ganesh Channalwar","Bike pe aawaz clear nahi aata hai samne wale ko. Aur aawaz dur se aata hai samne wale .","Reviewed in India on 9 June 2025","Mice sahi nahi hai","2.0 out of 5 stars","https://m.media-amazon.com/images/I/817WxnXIyfL.jpg","0","Bold Black"
"R2YSQHA5BJ0RMK","Amalesh Bhaskaran","Great","Reviewed in India on 10 June 2025","Good product","2.0 out of 5 stars","","0","Bold Black"
"RLCTGBLIOJST5","Sridhar Mohan","It's not working properly. It's getting stuck when the connection is established and it's a couple of meters away. Please don't buy it. I bought it and haven't used it for a long time. I just got it now.There's no other way, you just have to use it.","Reviewed in India on 24 February 2025","I'm disappointed by the comments given on this.","2.0 out of 5 stars","","0","Bold Black"
"RWHJ1ORXUTNLA","Surya","Good product and good packing but battery is worst 👎. As Boat says that 45 hours play time but in reality is only not more than 4 hours.
This was not unexpected from Boat.","Reviewed in India on 4 April 2025","Battery backup is need to be improved.","2.0 out of 5 stars","","2","Bold Black"
"RUKXIKO8GYKY","Abhijeet Kumar Singh","Worst delivery service, first. I have the right, as a customer, to see if my goods has been tampered with. The box was damaged with previously opened remarks and its proof is there in the video uploaded. The delivery people repeatedly argue that you should take the package and do whatever you want later, which is just pathetic.

Your delivery guy just said that ""its just 1099 product, whats the big deal. We deliver each day some products of worth 1 lakh. Just take it and go.""

Teach them that, its not easy for everyone to buy and use their money.

Second, a truthful evaluation of this product
Sound quality is descent for everyday use but not for music aficionados.
Noise cancellation ONLY GOOD FOR HOME NOT FOR CROWDED AREAS.
If you are purchasing it for a good base, the bass is actually not the best component.
When the volume is kept above 50%, there is a terrible vocal disturbance; below 30%, it is perfectly normal.

And its a request to amazon, please give some prior knowledge to your delivery partners that its a customers right to open a package and see if its right to buy or not.","Reviewed in India on 26 October 2022","Worst service","2.0 out of 5 stars","","11","Bold Black"
"R28OI6MX7HRZDD","Vijay Satija","Really poor quality .. within 3 months it stop working","Reviewed in India on 2 May 2025","Really poor quality .. within 3 months it stop working","2.0 out of 5 stars","","0","Bold Black"
"RXY6XCHVBN9XI","Akash A.","After 2 months of use the earpods stopped charging while in the case. I took it to customer service, they repaired it then after a month same thing happened. Except for charging everything is good.","Reviewed in India on 8 March 2025","Charging problem","2.0 out of 5 stars","","0","Bold Black"
"R2K6M7RQNS98H0","Adarsh jagadale","Charging problem and connecting problem","Reviewed in India on 27 April 2025","Charging problem and connecting problem","2.0 out of 5 stars","","0","Bold Black"
"R26NA6DO9COG88","Sahil kumar","Wrost product and wrost service","Reviewed in India on 12 May 2025","Wrost thing","2.0 out of 5 stars","","0","Bold Black"
"R14RITUPMYVW41","shreyansh sood","Only one side working.","Reviewed in India on 13 May 2025","Don't buy","2.0 out of 5 stars","","0","Bold Black"
"R3JBYSO644UYOE","Najid Paramban","The plus point is, in the warranty period, you could get unlimited replacements, con is that you'll need to send for repair every 3 months.","Reviewed in India on 20 March 2025","Brand 📈 Product 📉","2.0 out of 5 stars","","0","Bold Black"
"R398NUGPLC8ZE9","Anjali Awasthi","Har baar kharab ho jate hai 1 Saal ki warranty me ab tak 3 baar warranty claim kar chuki hu bekar hai","Reviewed in India on 24 March 2025","Pta nhi Mere sath hi aisa kyu hota hai ye kharab hai","2.0 out of 5 stars","","0","Bold Black"
"R2U1YRSAEYNSH1","This shoe is very much comfortable to wear on a daily basis.","The product was too good in all fields for the first three months. Now, battery life has decreased. If it appears 100 % charge then only left side gets connected. If both sides of earbuds gets connected after that, the battery level suddenly drops to 10% within few minutes of use. The battery level on the cover is not proper.","Reviewed in India on 3 December 2024","Not upto the mark.","2.0 out of 5 stars","","0","Bold Black"
"R3BU5KHG26PP4V","Deepak","After usgae of 1 month earbuds was not functioning properly. I was facing lots of issues like one side not working, earbuds was not charging, frequently disconnecting from device automatically. Reset multiple time worked some times but not its completly not working. After lots of warranty ticket creation i got replacement but that was also stopped working after 1 month.","Reviewed in India on 24 December 2024","Not a good product","2.0 out of 5 stars","","0","Bold Black"
"R2CEQJ5OYM8H9G","Suresh s.","single mode sound same as like wire handspree.
30min se jyda use karne par kan me dukhne lagta hai

volume control not available

extra sound feature not available

charging and batterybackup good
normal audio quality good
connecting issue in 10/15 % pepoles, kabhi kabhi chalu song me bhi sound break hone lgta hai","Reviewed in India on 15 November 2024","ear fatige (kaan me dukhne lagta hai)","2.0 out of 5 stars","","0","Bold Black"
"R2WTO7BPK0SNBX","DURGESH KISHOR SHRIVASTAV","Sound quality is bad and also in just 2 months right side's bud not able to charge","Reviewed in India on 13 April 2025","Just dont buy it.","2.0 out of 5 stars","","0","Bold Black"
"R2N5UHO24CKA5P","Keshav","I bought it and within 3months it suddenly stopped working it took them around a month to take the product repair it and redeliver it

The battery and sound is good in this price but there is connection issue no seamless connectivity and you can't run while wearing it it will fall","Reviewed in India on 27 November 2024","Good Battery And Sound, Long Warrenty Procedure,Poor Connectivity","2.0 out of 5 stars","","0","Bold Black"
"RIQNPFF9UD9HO","Achyut","Review as an audiophile: the bass is not good. I have a pair of Sennheiser headphones and compared to those this airpod from boat has significantly low bass. The the treble is high and sometimes it feels so uncomfortable to listening those higher frequencies. Good for casual listening but not for a serious music lover who wants to enjoy music at 'depth'. Overall I'm not satisfied with the audio quality.","Reviewed in India on 25 September 2024","Good","2.0 out of 5 stars","","0","Bold Black"
"RLJPIKNJ8C821","Kiran Sanap","Facing problem of not charging within one month...","Reviewed in India on 20 April 2025","Charging issue","2.0 out of 5 stars","","0","Bold Black"
"RHSJVCWXN6F3H","H","The battery drains very quiclky after using it for a few months. Ut barely lasts for one time use even if you charge the case. The airdopes (not the case) charges quickly. But it also loses charge quickly.","Reviewed in India on 2 February 2025","Dissapointed after using for a long time","2.0 out of 5 stars","","0","Bold Black"
"R22XXYUT5E6KRN","Atanu Kumar Das","I'm writing this after using it almost 9 months. First few months it worked fine , but after that the issue began to show. This product is good for sound, bass, but apart from that the main issue with this item is that the airpods get loose inside the charging case which causes to not charging the airpods, and sometimes it happens that even after closing the lid of the case with airpod inside, the airpods still stay connected with the mobile/laptop bluetooth. So if you want to buy a good airpod, don't go for these type of cheap airpods or you'll just waste your money.","Reviewed in India on 5 July 2024","Charging Problem with the Airpods","2.0 out of 5 stars","","0","Bold Black"
"R8Q2KKVZ1DWDH","Amartya Banerjee","Price is okay but sound quality is average &main problem is the tws is not charging after 1yr. There is no support from service center after warranty.","Reviewed in India on 27 February 2025","Not waste money","2.0 out of 5 stars","","0","Bold Black"
"R10OX451FTBBK5","YK Verma","After one year of use it gets , All lot of issues like pairing issue and charging issue . I recommend buying better product.","Reviewed in India on 7 February 2025","It is only good for one year use","2.0 out of 5 stars","","0","Bold Black"
"R2ZHDPOQ1MACEM","Kai","In this airpods 141 one of the side is not working (left) and also its sound quality was very low not suggestable one...","Reviewed in India on 12 February 2025","Not working","2.0 out of 5 stars","https://m.media-amazon.com/images/I/81IDo1iOIcL.jpg","0","Bold Black"
"R4X2LPYAR7PJO","Farid","It been year already. But after the use of 2 months ther weren't working so I put them on warranty they gave me exchange. But after 3 months this buds also not working. Sound quality was good but quality of whole product is very bad. they are low weighted easily portables. But less stability and clarity during driving is low.","Reviewed in India on 8 September 2024","Not working","2.0 out of 5 stars","https://m.media-amazon.com/images/I/61s7HOiXZJL.jpg","0","Bold Black"
"R3CKX9CX8JWR7N","Pramila Rai","Good","Reviewed in India on 24 April 2025","Good","2.0 out of 5 stars","","0","Bold Black"
"R29ORF6GVNRLPQ","Surya","It's not working properly.when I tried to connect this device its not showing in blutooth list. I tried after airplane mode off and on also and restarted my mobile but still it's not showing in the bluetooth list. If you try to connect in urgency it will not connect only. Pls dnt buy it, if little expense also buy some good one.","Reviewed in India on 17 October 2024","Not functioning properly","2.0 out of 5 stars","","0","Bold Black"
"R3OBLH9KG8T5EP","Kritika Bhatt","I have ordered it and after one month it doesn't work on my laptop I don't know what's the issue","Reviewed in India on 13 March 2025","Made for just one month","2.0 out of 5 stars","","0","Bold Black"
"R1RHZ6UW41R2TE","Dibyendu","Used it for one complete year. After first six months one side mysteriously started to connect to my phone even though it was in the charging case. Hence it started to lose charge and never getting charged. Everything was working except charging. Ultimately one side of earphones died down. After 1 year it was the turn for the remaining side. Same malfunctioning happened with it too. Happened despite I used it moderately.
Thank you.
Good luck with your purchase.","Reviewed in India on 14 August 2024","Subpar Quality with Economic Pricing","2.0 out of 5 stars","https://m.media-amazon.com/images/I/81-OGaN8g8L.jpg","0","Bold Black"
"R3JRM0RHXXZ7W7","Ramakrishna goud","Manufacturing issue occurred only one month is worked showing charging percentage 10% only after keeping Full charging also","Reviewed in India on 6 March 2025","Connection issue","2.0 out of 5 stars","","0","Bold Black"
"R3D3XODJ74XAPJ","Amazon Customer","Battery is not long time working as company claims. Drain very quickly. Right side buds is always sleeping mode. When I connect with Bluetooth it's showing Battery percentage 10% in both side.
I have complaint 2 times but company said we don't have facing any issue and refuse to replace.
Please don't buy boat product.","Reviewed in India on 19 October 2024","Battery backup is not good","2.0 out of 5 stars","","0","Bold Black"
"RL8GDPW1EIBA","Anmol","The right ear airdopes is very loose and easily gets removed from ear without touch.","Reviewed in India on 22 March 2025","Comfort","2.0 out of 5 stars","","0","Bold Black"
"R2SCT0LR32T2YE","AmazMi","Pros:
+ Good physical/exterior build quality.
+ 4 LEDs to indicate Battery Level
+ Good for listening to music.
+ Good battery back up

Cons:
- Bulky case.
- Not for calls, other side can hear all the background noise. At times more background noise than ur own voice.
- One airdops stopped working as soon as a year is complete.

I will not recommend it. It is like spending 1100 every year on airdopes, if you think it's okay for you, you can buy.
Will DEFINITELY NOT suggest for calling.","Reviewed in India on 25 June 2024","Very Ordinary airdopes","2.0 out of 5 stars","","0","Bold Black"
"R2M45SE8HTTU1Y","Soham Mukherjee","Material should have been of better quality.
Connectivity is not upto the mark","Reviewed in India on 8 March 2025","Could have been better","2.0 out of 5 stars","","0","Bold Black"
"R1AIDJ03KHK3G2","Ranveer Singh Lodhi","Audio is not properly and unable to return as well","Reviewed in India on 6 March 2025","I want to return the product","2.0 out of 5 stars","","0","Bold Black"
"RT3NC6JASMR87","Trisha","I purchased with that amount should have a guarantee of working for 1 year. As previously I bought airpods 161 from Flipkart and it has given me well service more than a year but this one just for months. This is not acceptable.","Reviewed in India on 15 October 2024","Right earpod stop working after 4 months.","2.0 out of 5 stars","","0","Bold Black"
"R1S0ROSY8NWDOL","Not a great product","Had issues with the mic after somedays, then got it fixed with warrenty. Now have charging issues. The product quality is bad. I hardly use it for 2hrs a day but need to charge them daily. The earphone case doesn't charging properly. Also there is paring issues. Sound quality is good but the charging issues are very bad. Now used it for nearly an year, Not sure I'll go for boat again.","Reviewed in India on 30 July 2024","Charging issues","2.0 out of 5 stars","","0","Bold Black"
"RZGCENS30SOYD","Siddesh Bhosle","So I purchased the boAt Airdopes 141 in October 2022. I used it for the past 3 months and I started facing issue with my left-hand side (LHS) earbuds, I raised a complaint against them that my LHS earbuds are not working, however, the touch-on earbuds was working fine, and I registered an online complaint and the device was packed and delivered to the service centre.

Later I checked for the report from the boAt service centre, it was mentioned it was broken and mentioned earbuds were opened which was never the issue. I was not able to fight and file any complaint as I never had a piece of evidence over this issue as I did not break or open the earbuds before submitting them for servicing.

I would request everyone buying any product of boAt Airdopes, if you ever face a consequence as such, before going to any service centre take a video with the date and time for evidence for the latter.","Reviewed in India on 19 February 2023","Boat 141 Airdopes and all other Boat Airdopes one common issue.","2.0 out of 5 stars","","2","Bold Black"
"RSQWWLGBJ26Z1","satyajit","WITH IN TWO MONTH ONE SIDE NOT WORKING","Reviewed in India on 28 March 2025","BAD QUALITY","2.0 out of 5 stars","","0","Bold Black"
"R349HC1MFFV16X","Aalima","Ye geming ke liye bakwas hai na khride","Reviewed in India on 24 February 2025","Bkwas","2.0 out of 5 stars","","0","Bold Black"
"RLX6PCHV6ZS7G","Rohit kumar","Worst product and brand too..have purchased this earphone.. automatically gets disconnected and even after full charge shows battery low warning.. would suggest never to go for cheap products.. worst in quality and will always upset you.. rather go for branded products.. though a bit expensive but will never disappoint you and you will always b happy..","Reviewed in India on 15 August 2025","Worst product and brand","1.0 out of 5 stars","","0","Bold Black"
"R1M7BZZVPOTOYQ","Sidhita Kharat Mule","Third Class product. Don't buy it. I don't want to even give it 1 star. Cheap quality. Within 24hrs of delivery the ear bud was in two parts. Also battery is draining rapidly. New Earbuds cannot function in this manner. Amazon has raised their hands up no to help Prime Member. Customer is cheated. Bakwas product.","Reviewed in India on 13 August 2025","Do not buy. Worst product.","1.0 out of 5 stars","","0","Black"
"R23ZWKRS9EFZDG","pavan jadhao","Don't recommend to buy this product.. worst product.. they say it last 42 hours and all that crap .. it only last 2 hours.. and the battery backup is so bad you have to charge it every other hour.. i have already warranty claim it but the problem is same it only last 1 hour on full charge.. after 1 hour you have to charge and if you don't then it will power of.. purchased the product just because it has reputed company. But made the biggest mistake.. don't recommend to anyone","Reviewed in India on 4 August 2025","Don't recommend to anyone do not buy this","1.0 out of 5 stars","","0","Bold Black"
"R2H1BX07JJNFTF","Shubhangi Singh","The earphones I received are unable to maintain a stable connection even over short physical distances and I often receive distorted noise because of the same, they are not performing as promised by the Bluetooth 5.1 standards advertised by the seller on Amazon. Bluetooth 5.1 promises stronger connection even if a person moves around or there's a wall between the source device and the earphones, but my earphones are unable to maintain connection when I am doing outside exercise or jogging or when I put them in my pocket. It also promises fewer interruptions during music, gaming etc. but my earphones are receiving many interruptions during music listening. It also promises longer range (upto 10 metres) from the source device, but my earphones are unable to maintain connection over this range. I also want to highlight the IPX4 rating advertised by the seller on Amazon. The IPX4 rating means that the device is resistant to mild exposure of sweat which makes sure it is able to operate in circumstances like running and exercise, but my device receives many interruptions and distorted audio in music, when I am engaging in such activities. Audio quality is also very poor and sometimes music stops all by itself. Also, while buying the product displays that it has one- year warranty. However, I am unable to make a warranty claim from Amazon or through the seller. No provision or instruction has been given on how to make warranty claim. This is very concerning, and Amazon needs to address this problem.","Reviewed in India on 21 January 2025","Poor connectivity even over a short range, audio interruptions and distorted noise.","1.0 out of 5 stars","","8","Bold Black"
"R2LF1GOGPZ0GRY","Vijayaram","Right side working time left side was not work, and left side working time right side was not work. any one side only this product was worked, at a time both sides not working, by this same time boat customer care also not support to me, so this product was very worst, i requesting you to all please do not buy this product and don't wast your money.","Reviewed in India on 26 July 2025","Product was very worst don't wast your money.","1.0 out of 5 stars","","0","Bold Black"
"R2V918W4OF7FT9","Vivek Sabarad","Please don't buy this product if you don't want to waste your money. The product came damaged. The right side touch control is not working at all. No matter what I try. There is no option to return and availing the warranty is not easy at all. Please don't order this if you don't want to waste your time and money.","Reviewed in India on 11 August 2025","The product came damaged and not working","1.0 out of 5 stars","","0","Grey"
"R6J1XUCP3UONA","Nihal Memana","⭐ 1/5 — Very Disappointed with boAt Airdopes

I had high hopes for the boAt Airdopes, but they turned out to be a big letdown.
Battery drains quickly, even after a full charge. Connectivity issues are constant — they keep disconnecting randomly during calls and music. The sound quality is average at best, with weak bass and unclear vocals.
Worse, the touch controls are overly sensitive or don’t work at all. The build feels cheap, and the earbuds don’t fit securely in the ears despite trying all the tips.

Definitely not worth the money. I regret buying it. Would not recommend. And Amazon costumer service too bad. Don't know how to behave","Reviewed in India on 11 July 2025","Amazon service not good","1.0 out of 5 stars","","0","Black"
"R1W0YO6FCLHHR1","Sumit Pande","Do not purchase this as I am facing an issue from the day it arrived. When I am riding on a bike with earbuds on, the person in the opposite is unable to hear me at all... Even I ride the bike with the speed of 10kmph or 20kmph... Worst earbuds do not buy","Reviewed in India on 30 July 2025","Calling issues","1.0 out of 5 stars","","0","White"
"R2Z6K4UXQQHT3B","pradeep.A s","Don't buy this product on the amazon because it's was used one . I try return or replacement policy. Return policy can't work . I have most disappointed. Amazon customer helpline is very worst. So friend don't buy this product on Amazon . I'm living from Bengaluru. My review star is zero only .","Reviewed in India on 28 July 2025","Don't buy Amazon because customer support is very poor","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61BEAO-ou6L.jpg","0","Bold Black"
"R4CWJ29X6YSQ0","Sunaina","It is waste of money and time. It gets disconnected sometimes and why there is no replacement? Keep talking to your customer service for hours...everytime? Why? Not even asked fir return just replacement. Never buying boat product again ever. Worst customer service ever.","Reviewed in India on 8 August 2025","Waste of money and time","1.0 out of 5 stars","","0","White"
"R1POEDKF6HS1D9","Akshay thakur","Worst product

I claimed warranty two times because of same problem
( one / both side not working, charging )

Many times is connect automatically while it is in the case

Don’t buy it

Very disappointed","Reviewed in India on 7 August 2025","One / both side not working","1.0 out of 5 stars","","0","Active Black"
"RIJ7ZI1JDKWTG","Devansh Upadhyay","Bought this one for calling purpose especially on bike (in helmet) but sound is extremely poor. The receiver is not able to hear anything. Worst product.
The normal earbuds are way better than this.
Do not buy these TWS. Also the case has some kind of scratches on its glossy surface which can be seen only when shown to light. Don't know how a new product got any kind of scratches.","Reviewed in India on 15 July 2025","Worst TWS/earpods/Airdopes","1.0 out of 5 stars","","0","Teal"
"R2087DGFJV6TZ","Mubeen Patel","Do not purchase any of the boat item which square/oval in shape. This whole series has a defect and this will stop working anytime after the purchase. Amazon being a fullfilled seller of the certain product doesn't support with services of the warranty. There has been 2 or 3 products purchases for which I have got an unexpected and dissatisfied service from Amazon. Nevertheless the main point of writing this review is to create awareness that amazon has been got pathetic with their services and because Amazon is competitive in the market and doing this others has also started giving pathetic service. I would suggest a boycott to Amazon for not claiming products under the warranty and providing zero service.","Reviewed in India on 15 June 2025","Pathetic products and service on the Amazon platform","1.0 out of 5 stars","","2","Bold Black"
"RYR4NATU7F4LO","Chandan Singh","Product is not working well not charging one side. I don't know what to do. Expect good quality from boot and Amazon. Send me the refund replacement on my money back whatever the possible","Reviewed in India on 7 August 2025","Standby is also not working only one hour.Can use.","1.0 out of 5 stars","https://m.media-amazon.com/images/I/71oe-ebic0L.jpg","0","Teal"
"R2H91VDGWM4OD9","Rashi","Third Class Product, Doesn't connect with the device and mostly doesn't show on device. checked with multiple devices with same issue. Amazon also doesn't replace the product as mentioned (Replacement for 7 days) and leaves the customer on manufacturers mercy. who takes upto 15-20 days in entire process and even that is not sure of. HIGHLY DISAPPOINTING and Feeling Cheated.","Reviewed in India on 14 July 2025","Most disgusting product and company probably selling poor quality Chinese products by just branding","1.0 out of 5 stars","","0","Bold Black"
"R2NCTEYPOKDPIZ","Customer","These earphones are so subpar I would not even consider them even if somebody offered me these for free. As expected, these stopped functioning after sometime. I tried to contact Boat (The Manufacturer) using the mail, links and QR codes mentioned on the packaging. No help was provided to me whatsoever.
Either there was no apparent way to do anything about it.They made sure that you would waste hours on their website and still could not find a way to communicate and even when I did,
I was ignored. EVERY. SINGLE. TIME.
Would prefer a random pair of wired earphones over these as for any other aspect.","Reviewed in India on 4 June 2025","Literal E-Waste. Should not be bought.","1.0 out of 5 stars","","2","Bold Black"
